[2025-07-07 12:24:33] SECTION: 
==================================================
CATEGORY COMPRESSION PROCESS STARTED
==================================================
[2025-07-07 12:24:33] INFO: Process configuration | Context: batch_size=10, dry_run=False, model=gpt-4.1
[2025-07-07 12:29:20] INFO: Saving compressed description to NEW field | Context: category=pidMappingV2, action=adding_compressed_description_field
[2025-07-07 12:29:21] SUCCESS: ✅ Database updated with compressed description | Context: category=pidMappingV2, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:21] INFO: Compressing category | Context: category=deteriorationProbability, original_words=10, original_preview=This category contains the deterioration probability reported amounts for PortfolioStudio...., display_name=Deterioration Probability
[2025-07-07 12:29:22] SUCCESS: ✅ Successfully compressed category | Context: category=deteriorationProbability, original_words=10, compressed_words=8, reduction=20.0%, compressed_preview=Category for reported deterioration probability amounts in PortfolioStudio....
[2025-07-07 12:29:22] INFO: Saving compressed description to NEW field | Context: category=deteriorationProbability, action=adding_compressed_description_field
[2025-07-07 12:29:23] SUCCESS: ✅ Database updated with compressed description | Context: category=deteriorationProbability, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:23] INFO: Compressing category | Context: category=entityClimateDriversEntityPaths, original_words=56, original_preview=This category describes entity-level intermediate data (drivers) used in the calculation of climate-..., display_name=Entity Climate Drivers Entity Paths
[2025-07-07 12:29:25] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateDriversEntityPaths, original_words=56, compressed_words=35, reduction=37.5%, compressed_preview=Category of entity-level intermediate data (drivers) for calculating climate-adjusted financial stat...
[2025-07-07 12:29:25] INFO: Saving compressed description to NEW field | Context: category=entityClimateDriversEntityPaths, action=adding_compressed_description_field
[2025-07-07 12:29:26] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateDriversEntityPaths, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:26] INFO: Compressing category | Context: category=covarianceModelFactors, original_words=17, original_preview=This category contains the custom factors for each custom model. Data is imported for each custom mo..., display_name=Covariance Model Factors
[2025-07-07 12:29:27] SUCCESS: ✅ Successfully compressed category | Context: category=covarianceModelFactors, original_words=17, compressed_words=11, reduction=35.3%, compressed_preview=Contains custom factors for each custom model. Data imported per model....
[2025-07-07 12:29:27] INFO: Saving compressed description to NEW field | Context: category=covarianceModelFactors, action=adding_compressed_description_field
[2025-07-07 12:29:28] SUCCESS: ✅ Database updated with compressed description | Context: category=covarianceModelFactors, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:28] INFO: Compressing category | Context: category=relatedBorrowerGroupFinancial, original_words=18, original_preview=This category contains borrower-level financial metrics, used for calculation and reporting purposes..., display_name=Related Borrower Group Financials
[2025-07-07 12:29:29] SUCCESS: ✅ Successfully compressed category | Context: category=relatedBorrowerGroupFinancial, original_words=18, compressed_words=13, reduction=27.8%, compressed_preview=Borrower-level financial metrics for groups of closely-related borrowers, used in calculation and re...
[2025-07-07 12:29:29] INFO: Saving compressed description to NEW field | Context: category=relatedBorrowerGroupFinancial, action=adding_compressed_description_field
[2025-07-07 12:29:30] SUCCESS: ✅ Database updated with compressed description | Context: category=relatedBorrowerGroupFinancial, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:30] INFO: Processing batch | Context: batch_num=14, total_batches=17, batch_size=10
[2025-07-07 12:29:30] INFO: Compressing category | Context: category=instrumentExposureProfile, original_words=38, original_preview=This category is used to record, at the instrument level, the exposures, positive or negative, that ..., display_name=Instrument Exposure Profile
[2025-07-07 12:29:31] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentExposureProfile, original_words=38, compressed_words=18, reduction=52.6%, compressed_preview=Records instrument-level exposures—positive or negative—to the counterparty at specific dates. Posit...
[2025-07-07 12:29:31] INFO: Saving compressed description to NEW field | Context: category=instrumentExposureProfile, action=adding_compressed_description_field
[2025-07-07 12:29:32] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentExposureProfile, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:32] INFO: Compressing category | Context: category=gcorrProjectFinanceRsquare, original_words=11, original_preview=The coefficients used for to determine the r-squared for project finance...., display_name=GCorr Project Finance R-Square
[2025-07-07 12:29:32] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrProjectFinanceRsquare, original_words=11, compressed_words=8, reduction=27.3%, compressed_preview=Coefficients used to calculate R-squared for project finance....
[2025-07-07 12:29:32] INFO: Saving compressed description to NEW field | Context: category=gcorrProjectFinanceRsquare, action=adding_compressed_description_field
[2025-07-07 12:29:34] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrProjectFinanceRsquare, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:34] INFO: Compressing category | Context: category=entityESG, original_words=12, original_preview=A category used to describe the emission-related data, at the entity level..., display_name=Entity ESG
[2025-07-07 12:29:34] SUCCESS: ✅ Successfully compressed category | Context: category=entityESG, original_words=12, compressed_words=5, reduction=58.3%, compressed_preview=Category for entity-level emission data...
[2025-07-07 12:29:34] INFO: Saving compressed description to NEW field | Context: category=entityESG, action=adding_compressed_description_field
[2025-07-07 12:29:35] SUCCESS: ✅ Database updated with compressed description | Context: category=entityESG, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:35] INFO: Compressing category | Context: category=physicalClimateScenarioMapping, original_words=31, original_preview=This category contains instrument to translate or map representative carbon intensity pathways (RCP)..., display_name=Physical Climate Scenario Mapping
[2025-07-07 12:29:36] SUCCESS: ✅ Successfully compressed category | Context: category=physicalClimateScenarioMapping, original_words=31, compressed_words=23, reduction=25.8%, compressed_preview=Maps Representative Carbon Intensity Pathways (RCP) damage rate and Standard Deviation to user-defin...
[2025-07-07 12:29:36] INFO: Saving compressed description to NEW field | Context: category=physicalClimateScenarioMapping, action=adding_compressed_description_field
[2025-07-07 12:29:37] SUCCESS: ✅ Database updated with compressed description | Context: category=physicalClimateScenarioMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:37] INFO: Compressing category | Context: category=interestRateComposites, original_words=15, original_preview=As of Date, Interest Rate Identifier, Rate Tenor, and Rate Order are its primary keys...., display_name=Interest Rate Composites
[2025-07-07 12:29:38] SUCCESS: ✅ Successfully compressed category | Context: category=interestRateComposites, original_words=15, compressed_words=12, reduction=20.0%, compressed_preview=Primary keys: As of Date, Interest Rate Identifier, Rate Tenor, Rate Order....
[2025-07-07 12:29:38] INFO: Saving compressed description to NEW field | Context: category=interestRateComposites, action=adding_compressed_description_field
[2025-07-07 12:29:40] SUCCESS: ✅ Database updated with compressed description | Context: category=interestRateComposites, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:40] INFO: Compressing category | Context: category=interestRateDefinition, original_words=21, original_preview=This category defines the yield curve properties and its definition. As of Date and Interest Rate Id..., display_name=Interest Rate Definition
[2025-07-07 12:29:41] SUCCESS: ✅ Successfully compressed category | Context: category=interestRateDefinition, original_words=21, compressed_words=13, reduction=38.1%, compressed_preview=Defines yield curve properties; primary keys: As of Date and Interest Rate Identifier....
[2025-07-07 12:29:41] INFO: Saving compressed description to NEW field | Context: category=interestRateDefinition, action=adding_compressed_description_field
[2025-07-07 12:29:42] SUCCESS: ✅ Database updated with compressed description | Context: category=interestRateDefinition, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:42] INFO: Compressing category | Context: category=account, original_words=46, original_preview=This category contains the metadata or properties for the (leaf level) account. It is by company. <b..., display_name=Account
[2025-07-07 12:29:43] SUCCESS: ✅ Successfully compressed category | Context: category=account, original_words=46, compressed_words=19, reduction=58.7%, compressed_preview=Category for company-specific account metadata (leaf level): includes currency, metrics, group crite...
[2025-07-07 12:29:43] INFO: Saving compressed description to NEW field | Context: category=account, action=adding_compressed_description_field
[2025-07-07 12:29:45] SUCCESS: ✅ Database updated with compressed description | Context: category=account, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:45] INFO: Compressing category | Context: category=accountError, original_words=10, original_preview=This category contains the errors reported from validation and calculation...., display_name=Account Error
[2025-07-07 12:29:45] SUCCESS: ✅ Successfully compressed category | Context: category=accountError, original_words=10, compressed_words=6, reduction=40.0%, compressed_preview=Contains errors from validation and calculation....
[2025-07-07 12:29:45] INFO: Saving compressed description to NEW field | Context: category=accountError, action=adding_compressed_description_field
[2025-07-07 12:29:46] SUCCESS: ✅ Database updated with compressed description | Context: category=accountError, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:46] INFO: Compressing category | Context: category=haircut, original_words=25, original_preview=This category contains haircuts by lender. Data is imported for each lender, scenario, as of date, m..., display_name=Haircut
[2025-07-07 12:29:47] SUCCESS: ✅ Successfully compressed category | Context: category=haircut, original_words=25, compressed_words=19, reduction=24.0%, compressed_preview=Category of haircuts by lender; data includes lender, scenario, as of date, model name (haircut tabl...
[2025-07-07 12:29:47] INFO: Saving compressed description to NEW field | Context: category=haircut, action=adding_compressed_description_field
[2025-07-07 12:29:48] SUCCESS: ✅ Database updated with compressed description | Context: category=haircut, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:48] INFO: Compressing category | Context: category=importedLoanPaymentSchedule, original_words=8, original_preview=Describes the payment schedule for loans with stages...., display_name=Imported Loan Payment Schedule
[2025-07-07 12:29:49] SUCCESS: ✅ Successfully compressed category | Context: category=importedLoanPaymentSchedule, original_words=8, compressed_words=5, reduction=37.5%, compressed_preview=Payment schedule for staged loans....
[2025-07-07 12:29:49] INFO: Saving compressed description to NEW field | Context: category=importedLoanPaymentSchedule, action=adding_compressed_description_field
[2025-07-07 12:29:50] SUCCESS: ✅ Database updated with compressed description | Context: category=importedLoanPaymentSchedule, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:50] INFO: Processing batch | Context: batch_num=15, total_batches=17, batch_size=10
[2025-07-07 12:29:50] INFO: Compressing category | Context: category=instrumentValuationGrid, original_words=6, original_preview=This category contains instrument valuation grid..., display_name=Instrument Valuation Grid
[2025-07-07 12:29:51] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentValuationGrid, original_words=6, compressed_words=4, reduction=33.3%, compressed_preview=Contains instrument valuation grid...
[2025-07-07 12:29:51] INFO: Saving compressed description to NEW field | Context: category=instrumentValuationGrid, action=adding_compressed_description_field
[2025-07-07 12:29:52] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentValuationGrid, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:52] INFO: Compressing category | Context: category=gcorrLambdaCoefficient, original_words=4, original_preview=The GCorr lambda coefficients...., display_name=GCorr Lambda Coefficient
[2025-07-07 12:29:52] FAILURE: ❌ Category compression validation failed | Context: category=gcorrLambdaCoefficient, original_words=4, compressed_result=The GCorr lambda coefficients...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:29:52] INFO: Compressing category | Context: category=newBusinessTemplate, original_words=25, original_preview=New Business Templates allow users to define the structure of instruments to be created as part of a..., display_name=New Business Template
[2025-07-07 12:29:53] SUCCESS: ✅ Successfully compressed category | Context: category=newBusinessTemplate, original_words=25, compressed_words=8, reduction=68.0%, compressed_preview=Defines instrument structure for new deal analysis calculations....
[2025-07-07 12:29:53] INFO: Saving compressed description to NEW field | Context: category=newBusinessTemplate, action=adding_compressed_description_field
[2025-07-07 12:29:54] SUCCESS: ✅ Database updated with compressed description | Context: category=newBusinessTemplate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:54] INFO: Compressing category | Context: category=instrumentReportingESGForPS, original_words=10, original_preview=This category contains the reported ESG amounts for Portfolio Studio...., display_name=Instrument Reporting ESG For PS
[2025-07-07 12:29:55] FAILURE: ❌ Category compression validation failed | Context: category=instrumentReportingESGForPS, original_words=10, compressed_result=This category contains the reported ESG amounts for Portfolio Studio...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:29:55] INFO: Compressing category | Context: category=assetESG, original_words=12, original_preview=A category used to describe the emission-related data, at the asset level..., display_name=Asset ESG
[2025-07-07 12:29:56] SUCCESS: ✅ Successfully compressed category | Context: category=assetESG, original_words=12, compressed_words=5, reduction=58.3%, compressed_preview=Category for asset-level emission data...
[2025-07-07 12:29:56] INFO: Saving compressed description to NEW field | Context: category=assetESG, action=adding_compressed_description_field
[2025-07-07 12:29:57] SUCCESS: ✅ Database updated with compressed description | Context: category=assetESG, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:57] INFO: Compressing category | Context: category=riskWeightMapping, original_words=33, original_preview=This category contains regulatory risk-weights for a rating system (e.g. Moody’s ratings). Users can..., display_name=Risk Weight Mapping
[2025-07-07 12:29:58] SUCCESS: ✅ Successfully compressed category | Context: category=riskWeightMapping, original_words=33, compressed_words=22, reduction=33.3%, compressed_preview=Category for regulatory risk weights assigned by rating systems (e.g., Moody’s ratings). Supports mu...
[2025-07-07 12:29:58] INFO: Saving compressed description to NEW field | Context: category=riskWeightMapping, action=adding_compressed_description_field
[2025-07-07 12:29:59] SUCCESS: ✅ Database updated with compressed description | Context: category=riskWeightMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:29:59] INFO: Compressing category | Context: category=exchangeRateInputScenario, original_words=36, original_preview=The input exchange rate data for a reporting date. Data is imported for each currency pair and as of..., display_name=Exchange Rate Input Scenario
[2025-07-07 12:30:01] SUCCESS: ✅ Successfully compressed category | Context: category=exchangeRateInputScenario, original_words=36, compressed_words=17, reduction=52.8%, compressed_preview=Exchange rate data for each currency pair and date, required when instrument currency differs from r...
[2025-07-07 12:30:01] INFO: Saving compressed description to NEW field | Context: category=exchangeRateInputScenario, action=adding_compressed_description_field
[2025-07-07 12:30:02] SUCCESS: ✅ Database updated with compressed description | Context: category=exchangeRateInputScenario, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:02] INFO: Compressing category | Context: category=accountCashFlow, original_words=24, original_preview=This category describes account-level cash-flows used for calculation and reporting purpose. Its pri..., display_name=Account Cash Flow
[2025-07-07 12:30:03] SUCCESS: ✅ Successfully compressed category | Context: category=accountCashFlow, original_words=24, compressed_words=20, reduction=16.7%, compressed_preview=Category for account-level cash flows; used in calculation and reporting. Primary key: as of date, a...
[2025-07-07 12:30:03] INFO: Saving compressed description to NEW field | Context: category=accountCashFlow, action=adding_compressed_description_field
[2025-07-07 12:30:04] SUCCESS: ✅ Database updated with compressed description | Context: category=accountCashFlow, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:04] INFO: Compressing category | Context: category=accountDimension, original_words=20, original_preview=This category contains the account dimensions used for reporting. Use this structure to upload the f..., display_name=Account Dimension
[2025-07-07 12:30:05] SUCCESS: ✅ Successfully compressed category | Context: category=accountDimension, original_words=20, compressed_words=15, reduction=25.0%, compressed_preview=Category for account dimensions used in reporting; structure for uploading full chart of account hie...
[2025-07-07 12:30:05] INFO: Saving compressed description to NEW field | Context: category=accountDimension, action=adding_compressed_description_field
[2025-07-07 12:30:06] SUCCESS: ✅ Database updated with compressed description | Context: category=accountDimension, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:06] INFO: Compressing category | Context: category=rateResponseModel, original_words=6, original_preview=Contains the parameters for rate response...., display_name=Rate Response Model
[2025-07-07 12:30:07] SUCCESS: ✅ Successfully compressed category | Context: category=rateResponseModel, original_words=6, compressed_words=4, reduction=33.3%, compressed_preview=Parameters for rate response...
[2025-07-07 12:30:07] INFO: Saving compressed description to NEW field | Context: category=rateResponseModel, action=adding_compressed_description_field
[2025-07-07 12:30:08] SUCCESS: ✅ Database updated with compressed description | Context: category=rateResponseModel, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:08] INFO: Processing batch | Context: batch_num=16, total_batches=17, batch_size=10
[2025-07-07 12:30:08] INFO: Compressing category | Context: category=optionArmSchedule, original_words=9, original_preview=Describes the cash flow schedule for option ARM instruments...., display_name=Option ARM schedule
[2025-07-07 12:30:09] FAILURE: ❌ Category compression validation failed | Context: category=optionArmSchedule, original_words=9, compressed_result=Describes the cash flow schedule for option ARM instruments...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:30:09] INFO: Compressing category | Context: category=servicingModel, original_words=4, original_preview=The servicing model settings...., display_name=Servicing Model
[2025-07-07 12:30:09] FAILURE: ❌ Category compression validation failed | Context: category=servicingModel, original_words=4, compressed_result=The servicing model settings...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:30:09] INFO: Compressing category | Context: category=covarianceModelCovariances, original_words=15, original_preview=This category contains the covariance for custom correlations model. Data is imported for each model..., display_name=Covariance Model Covariances
[2025-07-07 12:30:09] SUCCESS: ✅ Successfully compressed category | Context: category=covarianceModelCovariances, original_words=15, compressed_words=10, reduction=33.3%, compressed_preview=Covariance values for custom correlations model; data imported per model....
[2025-07-07 12:30:09] INFO: Saving compressed description to NEW field | Context: category=covarianceModelCovariances, action=adding_compressed_description_field
[2025-07-07 12:30:11] SUCCESS: ✅ Database updated with compressed description | Context: category=covarianceModelCovariances, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:11] INFO: Compressing category | Context: category=accountTimeBucketMeasures, original_words=7, original_preview=Contains account measures aggregated by time bucket...., display_name=Account Time Bucket Measures
[2025-07-07 12:30:11] SUCCESS: ✅ Successfully compressed category | Context: category=accountTimeBucketMeasures, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=Aggregates account measures by time bucket....
[2025-07-07 12:30:11] INFO: Saving compressed description to NEW field | Context: category=accountTimeBucketMeasures, action=adding_compressed_description_field
[2025-07-07 12:30:13] SUCCESS: ✅ Database updated with compressed description | Context: category=accountTimeBucketMeasures, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:13] INFO: Compressing category | Context: category=instrumentTimeBucketMeasures, original_words=7, original_preview=Contains instrument measures aggregated by time bucket...., display_name=Instrument Time Bucket Measures
[2025-07-07 12:30:13] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentTimeBucketMeasures, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=Aggregates instrument measures by time bucket....
[2025-07-07 12:30:13] INFO: Saving compressed description to NEW field | Context: category=instrumentTimeBucketMeasures, action=adding_compressed_description_field
[2025-07-07 12:30:15] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentTimeBucketMeasures, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:15] INFO: Compressing category | Context: category=glAccount, original_words=11, original_preview=Used for reconciliation. Contains the control amounts for the GL accounts...., display_name=GL Account
[2025-07-07 12:30:15] SUCCESS: ✅ Successfully compressed category | Context: category=glAccount, original_words=11, compressed_words=10, reduction=9.1%, compressed_preview=For reconciliation; stores control amounts for General Ledger (GL) accounts....
[2025-07-07 12:30:15] INFO: Saving compressed description to NEW field | Context: category=glAccount, action=adding_compressed_description_field
[2025-07-07 12:30:17] SUCCESS: ✅ Database updated with compressed description | Context: category=glAccount, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:17] INFO: Compressing category | Context: category=creditSpreadInput, original_words=39, original_preview=The creditSpreadInput category provides the input credit spread data used for Credit-Spread Valuatio..., display_name=Credit Spread Input
[2025-07-07 12:30:17] SUCCESS: ✅ Successfully compressed category | Context: category=creditSpreadInput, original_words=39, compressed_words=26, reduction=33.3%, compressed_preview=creditSpreadInput provides credit spread data for Credit-Spread Valuation, imported per instrument, ...
[2025-07-07 12:30:17] INFO: Saving compressed description to NEW field | Context: category=creditSpreadInput, action=adding_compressed_description_field
[2025-07-07 12:30:19] SUCCESS: ✅ Database updated with compressed description | Context: category=creditSpreadInput, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:19] INFO: Compressing category | Context: category=entityClimateRiskMetric, original_words=11, original_preview=This category describes the outputs from the Climate on Demand (RMS)..., display_name=Entity Climate Risk Metric
[2025-07-07 12:30:19] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateRiskMetric, original_words=11, compressed_words=6, reduction=45.5%, compressed_preview=Outputs from Climate on Demand (RMS)...
[2025-07-07 12:30:19] INFO: Saving compressed description to NEW field | Context: category=entityClimateRiskMetric, action=adding_compressed_description_field
[2025-07-07 12:30:20] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateRiskMetric, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:20] INFO: Compressing category | Context: category=sectorESG, original_words=18, original_preview=A category used to describe the different sectors, their corresponding revenues & assets, used for f..., display_name=Sector ESG
[2025-07-07 12:30:21] SUCCESS: ✅ Successfully compressed category | Context: category=sectorESG, original_words=18, compressed_words=10, reduction=44.4%, compressed_preview=Category identifying sectors, revenues, and assets for financed emission calculation...
[2025-07-07 12:30:21] INFO: Saving compressed description to NEW field | Context: category=sectorESG, action=adding_compressed_description_field
[2025-07-07 12:30:22] SUCCESS: ✅ Database updated with compressed description | Context: category=sectorESG, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:22] INFO: Compressing category | Context: category=projectESG, original_words=12, original_preview=A category used to describe the emission-related data, at the project level..., display_name=Project ESG
[2025-07-07 12:30:23] SUCCESS: ✅ Successfully compressed category | Context: category=projectESG, original_words=12, compressed_words=5, reduction=58.3%, compressed_preview=Category for project-level emission data....
[2025-07-07 12:30:23] INFO: Saving compressed description to NEW field | Context: category=projectESG, action=adding_compressed_description_field
[2025-07-07 12:30:24] SUCCESS: ✅ Database updated with compressed description | Context: category=projectESG, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:24] INFO: Processing batch | Context: batch_num=17, total_batches=17, batch_size=2
[2025-07-07 12:30:24] INFO: Compressing category | Context: category=interestRateAttributes, original_words=22, original_preview=This category contains the details of the yield curve. As of Date, Interest Rate Identifier, and Rat..., display_name=Interest Rate Attributes
[2025-07-07 12:30:25] SUCCESS: ✅ Successfully compressed category | Context: category=interestRateAttributes, original_words=22, compressed_words=15, reduction=31.8%, compressed_preview=Category for yield curve details; primary keys: As of Date, Interest Rate Identifier, Rate Tenor....
[2025-07-07 12:30:25] INFO: Saving compressed description to NEW field | Context: category=interestRateAttributes, action=adding_compressed_description_field
[2025-07-07 12:30:26] SUCCESS: ✅ Database updated with compressed description | Context: category=interestRateAttributes, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:26] INFO: Compressing category | Context: category=forbearanceSchedule, original_words=8, original_preview=Describes the forbearance schedule of the outstanding principal...., display_name=Forbearance Schedule
[2025-07-07 12:30:27] SUCCESS: ✅ Successfully compressed category | Context: category=forbearanceSchedule, original_words=8, compressed_words=5, reduction=37.5%, compressed_preview=Forbearance schedule for outstanding principal....
[2025-07-07 12:30:27] INFO: Saving compressed description to NEW field | Context: category=forbearanceSchedule, action=adding_compressed_description_field
[2025-07-07 12:30:28] SUCCESS: ✅ Database updated with compressed description | Context: category=forbearanceSchedule, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:30:28] SECTION: 
==================================================
CATEGORY COMPRESSION PROCESS COMPLETED
==================================================
[2025-07-07 12:30:28] INFO: Final statistics | Context: total_categories_in_db=162, skipped_already_processed=0, attempted_compression=162, successfully_compressed=148, failed_compression=14, success_rate=91.4%
